Red
Timestamp,Enabled,Vision,X,Y,Rotation
14.9874,0,0,0.00,0.00,0.00
15.0344,0,0,0.00,0.00,0.00
15.0442,0,0,0.00,0.00,0.00
15.0583,0,0,0.00,0.00,0.00
15.0685,0,0,0.00,0.00,0.00
15.0797,0,0,0.00,0.00,0.00
15.0912,0,0,0.00,0.00,0.00
15.1011,0,0,0.00,0.00,0.00
15.1126,0,0,0.00,0.00,0.00
15.1576,0,0,0.00,0.00,0.00
15.2565,0,0,0.00,0.00,0.00
15.3556,0,0,0.00,0.00,0.00
15.4591,0,0,0.00,0.00,0.00
15.5563,0,0,0.00,0.00,0.00
15.6567,0,0,0.00,0.00,0.00
15.7550,0,0,0.00,0.00,0.00
15.8579,0,0,0.00,0.00,0.00
15.9551,0,0,0.00,0.00,0.00
16.0544,0,0,0.00,0.00,0.00
16.1563,0,0,0.00,0.00,0.00
16.2550,0,0,0.00,0.00,0.00
16.3559,0,0,0.00,0.00,0.00
16.4574,0,0,0.00,0.00,0.00
16.5583,0,0,0.00,0.00,0.00
16.6572,0,0,0.00,0.00,0.00
16.7547,0,0,0.00,0.00,0.00
16.8570,0,0,0.00,0.00,0.00
16.9560,0,0,0.00,0.00,0.00
17.0564,0,0,0.00,0.00,0.00
17.1558,0,0,0.00,0.00,0.00
17.2546,0,0,0.00,0.00,0.00
17.3548,0,0,0.00,0.00,0.00
17.4587,0,0,0.00,0.00,0.00
17.5549,0,0,0.00,0.00,0.00
17.6541,0,0,0.00,0.00,0.00
17.7554,0,0,0.00,0.00,0.00
17.8544,0,0,0.00,0.00,0.00
17.9552,0,0,0.00,0.00,0.00
18.0540,0,0,0.00,0.00,0.00
18.1540,0,0,0.00,0.00,0.00
18.2541,0,0,0.00,0.00,0.00
18.3548,0,0,0.00,0.00,0.00
18.4544,0,0,0.00,0.00,0.00
18.5549,0,0,0.00,0.00,0.00
18.6730,0,0,0.00,0.00,0.00
18.7730,0,0,0.00,0.00,0.00
18.8729,0,0,0.00,0.00,0.00
18.9729,0,0,0.00,0.00,0.00
19.0731,0,0,0.00,0.00,0.00
19.1730,0,0,0.00,0.00,0.00
19.2730,0,0,0.00,0.00,0.00
19.3732,0,0,0.00,0.00,0.00
19.4731,0,0,0.00,0.00,0.00
19.5729,0,0,0.00,0.00,0.00
19.6730,0,0,0.00,0.00,0.00
19.7729,0,0,0.00,0.00,0.00
19.8730,0,0,0.00,0.00,0.00
19.9729,0,0,0.00,0.00,0.00
20.0728,0,0,0.00,0.00,0.00
20.1736,0,0,0.00,0.00,0.00
20.2730,0,0,0.00,0.00,0.00
20.3729,0,0,0.00,0.00,0.00
20.4732,0,0,0.00,0.00,0.00
20.5729,0,0,0.00,0.00,0.00
20.6729,0,0,0.00,0.00,0.00
20.7728,0,0,0.00,0.00,0.00
20.8729,0,0,0.00,0.00,0.00
20.9735,0,0,0.00,0.00,0.00
21.0732,0,0,0.00,0.00,0.00
21.1730,0,0,0.00,0.00,0.00
21.2729,0,0,0.00,0.00,0.00
21.3563,0,0,0.00,0.00,0.00
21.4730,0,0,0.00,0.00,0.00
21.5728,0,0,0.00,0.00,0.00
21.6732,0,0,0.00,0.00,0.00
21.7730,0,0,0.00,0.00,0.00
21.8729,0,0,0.00,0.00,0.00
21.9730,0,0,0.00,0.00,0.00
22.0730,0,0,0.00,0.00,0.00
22.1729,0,0,0.00,0.00,0.00
22.2730,0,0,0.00,0.00,0.00
22.8149,0,0,0.00,0.00,0.00
22.8325,0,0,0.00,0.00,0.00
22.8399,0,0,0.00,0.00,0.00
22.8467,0,0,0.00,0.00,0.00
22.8565,0,0,0.00,0.00,0.00
22.8631,0,0,0.00,0.00,0.00
