Blue
Timestamp,Enabled,Vision,X,Y,Rotation
13.1732,0,0,0.00,0.00,2.12
13.2459,0,0,0.00,0.00,2.02
13.2761,0,0,0.00,0.00,1.95
13.3718,0,0,0.00,0.00,1.81
13.4749,0,0,0.00,0.00,1.80
13.5734,0,0,0.00,0.00,1.71
13.6843,0,0,0.00,0.00,1.82
13.7844,0,0,0.00,0.00,2.06
13.8843,0,0,0.00,0.00,2.29
13.9843,0,0,0.00,0.00,2.33
14.0844,0,0,0.00,0.00,2.39
14.1843,0,0,0.00,0.00,2.46
14.2843,0,0,0.00,0.00,2.45
14.3846,0,0,0.00,0.00,2.64
14.4845,0,0,0.00,0.00,2.92
14.5845,0,0,0.00,0.00,2.96
14.6843,0,0,0.00,0.00,2.88
14.7846,0,0,0.00,0.00,2.83
14.8844,0,0,0.00,0.00,2.82
15.2294,0,0,0.00,0.00,2.60
15.2648,0,0,0.00,0.00,2.60
15.2733,0,0,0.00,0.00,2.60
15.2843,0,0,0.00,0.00,2.59
15.3720,0,0,0.00,0.00,2.41
15.4843,0,0,0.00,0.00,2.18
15.5844,0,0,0.00,0.00,2.10
15.6844,0,0,0.00,0.00,1.92
15.7844,0,0,0.00,0.00,1.65
15.8844,0,0,0.00,0.00,1.54
15.9845,0,0,0.00,0.00,1.43
16.0843,0,0,0.00,0.00,1.21
16.1843,0,0,0.00,0.00,1.04
16.2843,0,0,0.00,0.00,0.90
16.3843,0,0,0.00,0.00,0.73
16.4843,0,0,0.00,0.00,0.64
16.5845,0,0,0.00,0.00,0.62
16.6843,0,0,0.00,0.00,0.49
16.7843,0,0,0.00,0.00,0.49
16.8843,0,0,0.00,0.00,0.49
16.9843,0,0,0.00,0.00,0.43
17.0842,0,0,0.00,0.00,0.47
17.1843,0,0,0.00,0.00,0.52
17.2844,0,0,0.00,0.00,0.49
17.3846,0,0,0.00,0.00,0.52
17.4843,0,0,0.00,0.00,0.56
17.5844,0,0,0.00,0.00,0.54
17.6843,0,0,0.00,0.00,0.56
17.7842,0,0,0.00,0.00,0.59
17.8844,0,0,0.00,0.00,0.57
17.9842,0,0,0.00,0.00,0.60
18.0843,0,0,0.00,0.00,0.59
18.1845,0,0,0.00,0.00,0.56
18.2843,0,0,0.00,0.00,0.57
18.3843,0,0,0.00,0.00,0.58
18.4844,0,0,0.00,0.00,0.60
18.5844,0,0,0.00,0.00,0.62
18.6843,0,0,0.00,0.00,0.61
18.7843,0,0,0.00,0.00,0.63
18.8843,0,0,0.00,0.00,0.64
18.9843,0,0,0.00,0.00,0.63
19.0845,0,0,0.00,0.00,0.65
19.1843,0,0,0.00,0.00,0.66
19.2843,0,0,0.00,0.00,0.66
19.3845,0,0,0.00,0.00,0.67
19.4847,0,0,0.00,0.00,0.66
19.5844,0,0,0.00,0.00,0.67
19.6846,0,0,0.00,0.00,0.68
19.7847,0,0,0.00,0.00,0.69
19.8846,0,0,0.00,0.00,0.71
19.9842,0,0,0.00,0.00,0.72
20.0843,0,0,0.00,0.00,0.72
20.1849,0,0,0.00,0.00,0.72
20.2844,0,0,0.00,0.00,0.75
20.3844,0,0,0.00,0.00,0.73
20.4848,0,0,0.00,0.00,0.72
20.5843,0,0,0.00,0.00,0.75
20.6842,0,0,0.00,0.00,0.74
20.7844,0,0,0.00,0.00,0.77
20.8843,0,0,0.00,0.00,0.77
20.9842,0,0,0.00,0.00,0.74
21.0846,0,0,0.00,0.00,0.77
21.1843,0,0,0.00,0.00,0.77
21.2845,0,0,0.00,0.00,0.79
21.3843,0,0,0.00,0.00,0.81
21.4843,0,0,0.00,0.00,0.78
21.5843,0,0,0.00,0.00,0.80
21.6844,0,0,0.00,0.00,0.76
21.7842,0,0,0.00,0.00,0.78
21.8843,0,0,0.00,0.00,0.82
21.9846,0,0,0.00,0.00,0.78
22.0843,0,0,0.00,0.00,0.85
22.1843,0,0,0.00,0.00,0.83
22.2842,0,0,0.00,0.00,0.82
22.3843,0,0,0.00,0.00,0.86
22.4843,0,0,0.00,0.00,0.84
22.5843,0,0,0.00,0.00,0.84
22.6843,0,0,0.00,0.00,0.90
22.7846,0,0,0.00,0.00,0.89
22.8844,0,0,0.00,0.00,0.90
22.9843,0,0,0.00,0.00,0.93
23.0842,0,0,0.00,0.00,0.90
23.1842,0,0,0.00,0.00,0.90
23.2842,0,0,0.00,0.00,0.94
23.3844,0,0,0.00,0.00,0.97
23.4843,0,0,0.00,0.00,0.95
23.5842,0,0,0.00,0.00,0.96
23.6846,1,0,0.00,0.00,0.98
23.7845,1,0,0.00,0.00,0.99
23.8843,1,0,0.00,0.00,0.98
23.9843,1,0,0.00,0.00,0.95
24.0843,1,0,0.00,0.00,0.95
24.1842,1,0,0.00,0.00,0.98
24.2844,1,0,0.00,0.00,0.99
24.3843,1,0,0.00,0.00,1.01
24.4843,1,0,0.00,0.00,1.02
24.5843,1,0,0.00,0.00,1.01
24.6845,1,0,0.00,0.00,1.02
24.7843,1,0,0.00,0.00,0.98
24.8842,1,0,0.00,0.00,0.96
24.9847,1,0,0.00,0.00,0.94
25.0843,1,0,0.00,0.00,0.92
25.1843,1,0,0.00,0.00,0.96
25.2844,1,0,0.00,0.00,0.96
25.3843,1,0,0.00,0.00,0.98
25.4843,1,0,0.00,0.00,0.99
25.5844,1,0,0.00,0.00,0.98
25.6843,1,0,0.00,0.00,0.99
25.7843,1,0,0.00,0.00,1.00
25.8843,1,0,0.00,0.00,1.00
25.9843,1,0,0.00,0.00,1.00
26.0843,1,0,0.00,0.00,0.99
26.1846,1,0,0.00,0.00,1.00
26.2842,1,0,0.00,0.00,0.99
26.3843,1,0,0.00,0.00,0.98
