Red
Timestamp,Enabled,Vision,X,Y,Rotation
18.9212,0,0,0.00,0.00,0.56
19.0144,0,0,0.00,0.00,0.56
19.1169,0,0,0.00,0.00,0.56
19.2151,0,0,0.00,0.00,0.56
19.3276,0,0,0.00,0.00,0.56
19.4276,0,0,0.00,0.00,0.56
19.5277,0,0,0.00,0.00,0.56
19.6277,0,0,0.00,0.00,0.56
19.7278,0,0,0.00,0.00,0.56
19.8279,0,0,0.00,0.00,0.56
19.9276,0,0,0.00,0.00,0.56
20.1651,0,0,0.00,0.00,0.56
20.2097,0,0,0.00,0.00,0.56
20.2195,0,0,0.00,0.00,0.56
20.3276,0,0,0.00,0.00,0.56
20.4276,0,0,0.00,0.00,0.56
20.5279,0,0,0.00,0.00,0.56
20.6277,0,0,0.00,0.00,0.56
20.7277,0,0,0.00,0.00,0.57
20.8279,0,0,0.00,0.00,0.57
20.9276,0,0,0.00,0.00,0.57
21.0276,0,0,0.00,0.00,0.57
21.1278,0,0,0.00,0.00,0.57
21.2276,0,0,0.00,0.00,0.57
21.3276,0,0,0.00,0.00,0.57
21.4276,0,0,0.00,0.00,0.58
21.5277,0,0,0.00,0.00,0.58
21.6276,0,0,0.00,0.00,0.58
21.7276,0,0,0.00,0.00,0.58
21.8276,0,0,0.00,0.00,0.58
21.9276,0,0,0.00,0.00,0.58
22.0277,0,0,0.00,0.00,0.58
22.1276,0,0,0.00,0.00,0.58
22.2278,0,0,0.00,0.00,0.58
22.3277,0,0,0.00,0.00,0.58
22.4276,0,0,0.00,0.00,0.58
22.5277,0,0,0.00,0.00,0.58
22.6277,0,0,0.00,0.00,0.58
22.7278,0,0,0.00,0.00,0.58
22.8276,0,0,0.00,0.00,0.58
22.9276,0,0,0.00,0.00,0.58
23.0277,0,0,0.00,0.00,0.58
23.1276,0,0,0.00,0.00,0.58
23.2276,0,0,0.00,0.00,0.59
23.3278,0,0,0.00,0.00,0.59
23.4277,0,0,0.00,0.00,0.59
23.5276,0,0,0.00,0.00,0.59
23.6277,0,0,0.00,0.00,0.59
23.7277,0,0,0.00,0.00,0.59
23.8276,0,0,0.00,0.00,0.59
23.9276,0,0,0.00,0.00,0.59
24.0276,0,0,0.00,0.00,0.59
